institution name,American Indian or Alaska Native,Asian,Black or African American,Hispanic,Native Hawaiian or Other Pacific Islander,White,Two or more races,Race/ethnicity unknown,U.S. Nonresident,EF2022A.Grand total,Cluster
Tuskegee University,0.3501945525291829,0.622568093385214,84.3579766536965,2.3735408560311284,1.7898832684824901,1.9844357976653695,0.0,8.521400778210117,0.0,2570,2
United States Sports Academy,1.25,1.25,30.0,8.75,0.0,39.58333333333333,5.0,13.750000000000002,0.4166666666666667,240,1
University of Alaska Anchorage,5.1318807339449535,7.100535168195719,3.0198776758409784,9.260321100917432,2.1597859327217126,48.39449541284404,10.25420489296636,13.063837920489297,1.6150611620795108,10464,4
Alaska Bible College,0.0,0.0,2.564102564102564,2.564102564102564,0.0,89.74358974358975,5.128205128205128,0.0,0.0,39,1
University of Alaska Fairbanks,12.380808233691539,2.3308612078098987,2.6638413803541696,8.536400787044045,0.8475858937490541,53.00438928409263,9.520205842288481,8.082336915392766,2.6335704555774178,6607,4
Alaska Pacific University,25.210084033613445,5.88235294117647,4.033613445378151,1.5126050420168067,1.8487394957983194,34.285714285714285,4.705882352941177,21.51260504201681,1.0084033613445378,595,0
Arizona State University Campus Immersion,1.0728782863923063,7.951039780178605,3.9318054081059137,22.821457565727847,0.19733966152501092,41.91719228127147,4.540061200274777,3.070005620433398,14.498220196090678,80065,3
University of Arizona,1.4108454952128413,5.675768678015506,4.034167965508168,25.672530008299095,0.18824767726656275,47.83515171143453,4.738578628828209,3.35607149363399,7.088638341801105,49403,3
Embry-Riddle Aeronautical University-Prescott,0.5060088551549652,6.040480708412397,1.9607843137254901,14.990512333965844,0.5060088551549652,57.36875395319419,6.862745098039216,2.2770398481973433,9.487666034155598,3162,1
Grand Canyon University,0.9497524946963148,3.2293549147481735,18.613970299363558,21.184293234855033,0.5892983421073309,46.87377229512061,4.1574998035672195,3.4395379900997876,0.9625206254419738,101816,1
Northern Arizona University,2.994374421419925,2.9374065370647298,2.965890479242327,24.78102969450972,0.24211350850957772,54.646443067720575,5.358541622160507,2.7166559851883503,3.357544684184291,28086,1
Prescott College,0.9287925696594427,2.5799793601651184,3.9215686274509802,4.953560371517028,0.30959752321981426,67.07946336429309,1.0319917440660475,18.78224974200206,0.41279669762641896,969,1
Arizona Christian University,1.478743068391867,1.6635859519408502,10.258780036968576,26.062846580406656,0.6469500924214419,49.44547134935305,6.839186691312385,0.5545286506469501,3.0499075785582255,1082,4
University of Arkansas at Little Rock,0.8051726241307795,2.354519946321825,21.642064169818227,3.062095888739783,0.0,54.20275710625839,10.62583872148347,0.7807734537025741,6.526778089544956,8197,4
Arkansas Baptist College,0.4024144869215292,0.0,83.90342052313883,8.048289738430583,0.0,3.420523138832998,2.8169014084507045,0.0,1.4084507042253522,497,2
Lyon College,0.6048387096774194,1.2096774193548387,6.048387096774194,3.225806451612903,0.20161290322580644,51.00806451612904,1.2096774193548387,29.63709677419355,6.854838709677419,496,0
University of Arkansas,0.8339798293250582,2.770235324540988,4.551331781742953,10.240496508921645,0.11313679855184898,71.85156452029997,4.444659943108353,1.4966382208430309,3.6979570726661497,30936,1
University of Arkansas at Pine Bluff,0.5027230833682447,0.41893590280687054,88.94009216589862,2.4298282362798496,0.12568077084206117,3.1839128613322165,1.9689987431922917,0.0,2.4298282362798496,2387,2
Arkansas State University,0.3184230477634572,1.1296436694465504,14.344200151630023,4.313874147081122,0.11372251705837756,69.55269143290371,3.0553449583017436,1.2357846853677028,5.936315390447309,13190,1
University of Central Arkansas,0.33289619691314437,2.1083425804499143,15.212347422576414,6.1232724704932915,0.08070210834258044,67.50731362856854,4.630283466155554,0.27236961565620904,3.732472510844346,9913,1
Central Baptist College,0.8865248226950355,1.0638297872340425,14.716312056737587,8.51063829787234,0.0,61.87943262411347,3.546099290780142,4.609929078014184,4.787234042553192,564,1
Crowley's Ridge College,0.9950248756218906,0.0,14.925373134328357,0.4975124378109453,0.0,83.08457711442786,0.0,0.4975124378109453,0.0,201,1
Harding University,0.5202913631633715,1.664932362122789,6.597294484911551,3.9334027055150886,0.062434963579604576,79.31321540062434,3.0801248699271593,0.41623309053069724,4.41207075962539,4805,1
Henderson State University,1.2306470821754665,1.5482334259626835,21.953156014291388,6.629614926558158,0.23818975784041285,63.27907899960302,0.0,2.9376736800317587,2.1834061135371177,2519,1
