"unitid","institution name","year","EF2022A.Level of student","EF2022A.Grand total","EF2022A.Grand total men","EF2022A.Grand total women","EF2022A.American Indian or Alaska Native total","EF2022A.American Indian or Alaska Native men","EF2022A.American Indian or Alaska Native women","EF2022A.Asian total","EF2022A.Asian men","EF2022A.Asian women","EF2022A.Black or African American total","EF2022A.Black or African American men","EF2022A.Black or African American women","EF2022A.Hispanic total","EF2022A.Hispanic men","EF2022A.Hispanic women","EF2022A.Native Hawaiian or Other Pacific Islander total","EF2022A.Native Hawaiian or Other Pacific Islander men","EF2022A.Native Hawaiian or Other Pacific Islander women","EF2022A.White total","EF2022A.White men","EF2022A.White women","EF2022A.Two or more races total","EF2022A.Two or more races men","EF2022A.Two or more races women","EF2022A.Race/ethnicity unknown total","EF2022A.Race/ethnicity unknown men","EF2022A.Race/ethnicity unknown women","EF2022A.U.S. Nonresident total","EF2022A.U.S. Nonresident men","EF2022A.U.S. Nonresident women","EF2022A.Gender unknown","EF2022A.Another gender","EF2022A.Total of gender unknown and another gender","EF2022A.Total gender reported as one of the mutually exclusive binary categories (Men/Women)","IDX_EF"
"110705","University of California-Santa Barbara","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","2021","1031","990","1","0","1","235","121","114","44","17","27","545","255","290","2","0","2","763","400","363","192","91","101","37","20","17","202","127","75",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","15828","6896","8932","15","5","10","2920","1451","1469","273","99","174","3961","1449","2512","17","7","10","5014","2050","2964","1359","560","799","417","209","208","1852","1066","786",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Part-time students total","906","471","435","4","3","1","152","88","64","25","9","16","136","69","67","2","2","0","311","169","142","56","26","30","19","11","8","201","94","107",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Part-time students, Undergraduate total","666","354","312","2","2","0","123","73","50","13","5","8","105","58","47","1","1","0","240","133","107","54","26","28","17","9","8","111","47","64",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","626","342","284","2","2","0","123","73","50","13","5","8","105","58","47","1","1","0","240","133","107","54","26","28","17","9","8","71","35","36",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","22","10","12","0","0","0","4","3","1","0","0","0","10","4","6","0","0","0","6","3","3","2","0","2","0","0","0","0","0","0",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","604","332","272","2","2","0","119","70","49","13","5","8","95","54","41","1","1","0","234","130","104","52","26","26","17","9","8","71","35","36",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Part-time students, Undergraduate, Non-degree/certificate-seeking","40","12","28","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40","12","28",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Part-time students, Graduate","240","117","123","2","1","1","29","15","14","12","4","8","31","11","20","1","1","0","71","36","35","2","0","2","2","2","0","90","47","43",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","76","47","29","1","1","0","12","9","3","1","0","1","15","11","4","0","0","0","40","21","19","6","5","1","1","0","1","0","0","0",,,,,"-2"
"110705","University of California-Santa Barbara","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","528","285","243","1","1","0","107","61","46","12","5","7","80","43","37","1","1","0","194","109","85","46","21","25","16","9","7","71","35","36",,,,,"-2"
"110714","University of California-Santa Cruz","2022","All students total","19478","9821","9657","20","10","10","4246","2437","1809","358","158","200","5172","2137","3035","27","12","15","6288","3188","3100","1546","737","809","398","227","171","1423","915","508","466","1346","1812","17666","-2"
"110714","University of California-Santa Cruz","2022","All students, Undergraduate total","17502","8778","8724","18","9","9","4063","2341","1722","326","140","186","4911","2013","2898","26","12","14","5566","2819","2747","1449","693","756","349","198","151","794","553","241","292","1188","1480","16022","-2"
"110714","University of California-Santa Cruz","2022","All students, Undergraduate, Degree/certificate-seeking total","17502","8778","8724","18","9","9","4063","2341","1722","326","140","186","4911","2013","2898","26","12","14","5566","2819","2747","1449","693","756","349","198","151","794","553","241",,,,,"-2"
"110714","University of California-Santa Cruz","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","3859","1705","2154","2","2","0","1012","559","453","68","23","45","1138","390","748","7","3","4","1079","463","616","325","131","194","96","54","42","132","80","52",,,,,"-2"
"110714","University of California-Santa Cruz","2022","All students, Undergraduate, Other degree/certificate-seeking","13643","7073","6570","16","7","9","3051","1782","1269","258","117","141","3773","1623","2150","19","9","10","4487","2356","2131","1124","562","562","253","144","109","662","473","189",,,,,"-2"
"110714","University of California-Santa Cruz","2022","All students, Graduate","1976","1043","933","2","1","1","183","96","87","32","18","14","261","124","137","1","0","1","722","369","353","97","44","53","49","29","20","629","362","267","174","158","332","1644","-2"
"110714","University of California-Santa Cruz","2022","All students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1227","648","579","0","0","0","175","102","73","17","7","10","371","172","199","2","1","1","489","263","226","99","52","47","22","12","10","52","39","13",,,,,"-2"
"110714","University of California-Santa Cruz","2022","All students, Undergraduate, Other degree/certificatee-seeking, Continuing","12416","6425","5991","16","7","9","2876","1680","1196","241","110","131","3402","1451","1951","17","8","9","3998","2093","1905","1025","510","515","231","132","99","610","434","176",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Full-time students total","18646","9335","9311","20","10","10","4056","2303","1753","341","150","191","4999","2047","2952","25","12","13","5989","3013","2976","1467","702","765","365","209","156","1384","889","495",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Full-time students, Undergraduate total","16728","8327","8401","18","9","9","3881","2211","1670","315","135","180","4745","1927","2818","24","12","12","5289","2658","2631","1372","660","712","320","182","138","764","533","231",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Full-time students, Undergraduate, Degree/certificate-seeking total","16728","8327","8401","18","9","9","3881","2211","1670","315","135","180","4745","1927","2818","24","12","12","5289","2658","2631","1372","660","712","320","182","138","764","533","231",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Full-time students, Undergraduate, Degree/certificate-seeking, First-time","3834","1697","2137","2","2","0","1007","557","450","67","22","45","1130","388","742","7","3","4","1073","461","612","321","130","191","95","54","41","132","80","52",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Full-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","12894","6630","6264","16","7","9","2874","1654","1220","248","113","135","3615","1539","2076","17","9","8","4216","2197","2019","1051","530","521","225","128","97","632","453","179",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Full-time students, Graduate","1918","1008","910","2","1","1","175","92","83","26","15","11","254","120","134","1","0","1","700","355","345","95","42","53","45","27","18","620","356","264",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","1178","623","555","0","0","0","172","102","70","17","7","10","355","163","192","1","1","0","468","251","217","95","50","45","20","12","8","50","37","13",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Full-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","11716","6007","5709","16","7","9","2702","1552","1150","231","106","125","3260","1376","1884","16","8","8","3748","1946","1802","956","480","476","205","116","89","582","416","166",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Part-time students total","832","486","346","0","0","0","190","134","56","17","8","9","173","90","83","2","0","2","299","175","124","79","35","44","33","18","15","39","26","13",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Part-time students, Undergraduate total","774","451","323","0","0","0","182","130","52","11","5","6","166","86","80","2","0","2","277","161","116","77","33","44","29","16","13","30","20","10",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Part-time students, Undergraduate, Degree/certificate-seeking total","774","451","323","0","0","0","182","130","52","11","5","6","166","86","80","2","0","2","277","161","116","77","33","44","29","16","13","30","20","10",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Part-time students, Undergraduate, Degree/certificate-seeking, First-time","25","8","17","0","0","0","5","2","3","1","1","0","8","2","6","0","0","0","6","2","4","4","1","3","1","0","1","0","0","0",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Part-time students, Undergraduate, Degree/certificate-seeking, Other degree/certificate-seeking","749","443","306","0","0","0","177","128","49","10","4","6","158","84","74","2","0","2","271","159","112","73","32","41","28","16","12","30","20","10",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Part-time students, Graduate","58","35","23","0","0","0","8","4","4","6","3","3","7","4","3","0","0","0","22","14","8","2","2","0","4","2","2","9","6","3",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Transfer-ins","49","25","24","0","0","0","3","0","3","0","0","0","16","9","7","1","0","1","21","12","9","4","2","2","2","0","2","2","2","0",,,,,"-2"
"110714","University of California-Santa Cruz","2022","Part-time students, Undergraduate, Other degree/certificatee-seeking, Continuing","700","418","282","0","0","0","174","128","46","10","4","6","142","75","67","1","0","1","250","147","103","69","30","39","26","16","10","28","18","10",,,,,"-2"
"111081","California Institute of the Arts","2022","All students total","1440","545","895","5","3","2","114","36","78","66","31","35","177","86","91","2","2","0","485","226","259","78","26","52","47","14","33","466","121","345","0","175","175","1265","-2"
"111081","California Institute of the Arts","2022","All students, Undergraduate total","940","365","575","2","0","2","85","29","56","40","20","20","132","62","70","1","1","0","327","150","177","60","19","41","30","12","18","263","72","191","0","116","116","824","-2"
"111081","California Institute of the Arts","2022","All students, Undergraduate, Degree/certificate-seeking total","931","363","568","2","0","2","85","29","56","40","20","20","132","62","70","1","1","0","327","150","177","60","19","41","30","12","18","254","70","184",,,,,"-2"
"111081","California Institute of the Arts","2022","All students, Undergraduate, Degree/certificate-seeking, First-time","189","60","129","0","0","0","16","5","11","12","5","7","28","7","21","0","0","0","61","25","36","13","5","8","6","0","6","53","13","40",,,,,"-2"
"111081","California Institute of the Arts","2022","All students, Undergraduate, Other degree/certificate-seeking","742","303","439","2","0","2","69","24","45","28","15","13","104","55","49","1","1","0","266","125","141","47","14","33","24","12","12","201","57","144",,,,,"-2"
